user_id,follower_count,influence_score
258,2688,39
259,5723,46
260,5481,38
261,10488,34
262,13520,35
263,9556,32
264,6141,38
265,8143,44
266,18911,41
267,5865,27
268,4504,46
269,4168,36
270,4586,30
271,5419,32
272,7924,38
273,4578,42
274,9292,33
275,3998,34
276,2819,35
277,2491,28
278,3215,38
279,11352,40
280,2700,37
281,7898,39
282,14153,33
283,7035,42
284,13752,33
285,6177,35
286,5204,41
287,4026,40
288,12122,36
289,7163,40
290,4256,37
291,6071,35
292,9874,35
293,9409,32
294,3217,36
295,9466,44
296,5413,31
297,7739,42
298,4553,32
299,17475,41
300,7238,33
301,2968,42
302,1837,45
303,5095,45
304,20618,39
305,13591,36
306,6609,35
307,2688,43
308,19589,40
309,8496,44
310,4739,33
311,7166,41
312,11581,42
313,3397,35
314,9180,39
315,8050,44
316,8266,42
317,5616,44
318,6371,41
319,4431,38
320,5243,35
321,9359,43
322,3612,57
323,5572,28
324,6199,43
325,4422,36
326,3455,45
327,6489,41
328,9737,45
329,12885,49
330,13053,33
331,4650,49
332,2975,45
333,7534,55
334,6627,51
335,8624,37
336,5178,45
337,5249,45
338,10213,45
339,6074,37
340,5148,43
341,14657,41
342,5816,45
343,2909,51
344,3627,25
345,13510,33
346,2270,55
347,8275,38
348,9679,38
349,11469,36
350,6264,46
351,13934,48
352,5274,39
353,10278,29
354,7069,38
355,6012,34
356,4073,36
357,3494,28
358,11064,42
359,6622,35
360,6651,43
361,3265,37
362,3927,41
363,11716,32
364,13410,38
365,6144,40
366,7026,50
367,12585,46
368,6742,44
369,12666,40
370,3607,44
371,6295,46
372,16472,45
373,5370,39
374,4804,39
375,3291,41
376,9414,35
377,5212,28
378,4712,41
379,3016,38
380,5335,33
381,4569,39
382,7418,43
383,5711,50
384,13837,36
385,7957,38
386,12168,41
387,4926,41
388,3140,48
389,6070,43
390,9833,41
391,6661,36
392,2856,43
393,12256,43
394,11678,35
395,3382,36
396,3443,46
397,6075,42
398,4927,49
399,15535,41
400,4773,35
401,5203,41
402,7306,43
403,10021,35
404,11923,40
405,3021,35
406,2995,47
407,3520,46
408,4760,54
409,7645,40
410,4983,33
411,6122,28
412,8193,45
413,7616,47
414,8365,38
415,6754,37
416,11282,34
417,3255,35
418,13921,39
419,7168,38
420,10654,42
421,8665,37
422,4220,30
423,5773,43
424,3435,38
425,3069,40
426,3125,48
427,6925,37
428,16683,42
429,6076,37
430,10891,23
431,4057,31
432,5885,38
433,15482,44
434,5265,40
435,1779,45
436,7028,38
437,4423,38
438,4416,45
439,7084,49
440,3712,42
441,6328,47
442,6893,40
443,4980,41
444,9581,35
445,8554,54
446,9605,52
447,9639,35
448,6983,33
449,6165,33
450,8612,41
451,5407,28
452,8489,33
453,6022,30
454,9064,44
455,7905,46
456,1755,32
457,19634,38
458,5355,43
459,5983,44
460,7623,30
461,2700,37
462,9518,44
463,6264,52
464,13097,26
465,3413,43
466,4129,28
467,5326,34
468,6742,36
469,16874,37
470,17882,31
471,8520,34
472,12346,44
473,5674,39
474,7485,52
475,3789,30
476,8786,39
477,3407,39
478,3606,45
479,3076,40
480,7754,38
481,5348,39
482,9832,45
483,5042,36
484,3126,35
485,8457,41
486,3588,46
487,7322,43
488,6518,57
489,7612,33
490,3705,36
491,2995,35
492,4850,48
493,4761,29
494,4169,37
495,3434,49
496,4581,37
497,7823,41
498,5454,33
499,6220,37
500,10427,50
501,25203,42
502,3925,40
503,6796,42
504,10570,60
505,18150,35
506,9611,45
507,6893,29
508,3949,38
509,9084,42
510,9426,40
511,6728,30
512,9726,49
513,3104,31
514,7044,49
515,7968,37
516,4856,43
517,18520,38
518,7280,42
519,7943,35
520,6023,49
521,9775,32
522,15455,47
523,9800,28
524,2717,33
525,6424,45
526,4058,43
527,7740,29
528,5724,36
529,5254,25
530,15817,44
531,2657,36
532,12093,36
533,12825,33
534,4553,40
535,10570,30
536,5142,32
537,4410,34
538,6782,33
539,8814,39
540,5008,44
541,4381,59
542,9317,37
543,5907,48
544,5406,29
545,12558,37
546,7554,38
547,8739,63
548,12137,43
549,9644,35
550,6450,47
551,3059,38
552,6575,36
553,13295,49
554,3273,43
555,7987,41
556,7826,35
557,7206,47
558,3298,42
559,4370,38
560,5208,52
561,7569,38
562,5865,35
563,4491,41
564,9234,40
565,3885,32
566,8723,41
567,4164,42
568,4432,27
569,10756,43
570,4458,41
571,2551,36
572,7395,28
573,4521,39
574,6311,24
575,4161,51
576,7049,40
577,1432,33
578,7401,48
579,4768,38
580,4792,41
581,5148,38
582,5447,38
583,7683,42
584,3737,32
585,4489,36
586,10277,38
587,5393,41
588,4565,41
589,16148,41
590,4223,38
591,10618,40
592,11230,41
593,6580,44
594,12238,30
595,7126,43
596,15084,31
597,2034,37
598,10005,36
599,12326,34
600,6484,37
601,4687,39
602,3954,49
603,3009,47
604,4345,36
605,7616,43
606,7108,54
607,9259,46
608,9632,38
609,5993,33
610,3183,32
611,6256,42
612,8062,43
613,4829,29
614,4143,49
615,5991,41
616,2951,32
617,4665,41
618,3053,46
619,8153,35
620,4319,43
621,17519,45
622,4175,41
623,11433,40
624,13755,46
625,18658,40
626,18739,32
627,9272,37
628,2537,43
629,6087,32
630,3904,38
631,11031,39
632,6920,40
633,5298,40
634,4450,31
635,3479,45
636,11725,42
637,5172,36
638,2735,46
639,7210,50
640,3100,43
641,8291,44
642,5120,40
643,2998,37
644,4983,36
645,6081,29
646,4139,40
647,13481,27
648,4309,51
649,5945,38
650,3966,49
651,3556,37
652,3332,51
653,5000,35
654,6206,27
655,5640,32
656,4692,48
657,6288,42
658,8001,43
659,6885,54
660,7204,33
661,2333,43
662,3869,47
663,11549,54
664,6048,38
665,4395,40
666,5042,36
667,4849,43
668,4637,44
669,5696,49
670,3566,43
671,6024,38
672,3935,24
673,10960,37
674,7830,50
675,5226,49
676,4617,35
677,6919,37
678,5077,44
679,6905,47
680,5310,36
681,3048,38
682,3228,33
683,8460,34
684,5554,39
685,3120,38
686,15741,36
687,5169,39
688,15908,44
689,3303,42
690,3414,32
691,8832,41
692,8295,42
693,13617,38
694,5292,45
695,11791,47
696,9697,52
697,4436,25
698,7865,44
699,1603,42
700,4081,44
701,6899,31
702,8252,39
703,4986,37
704,8957,38
705,8752,40
706,2082,47
707,5974,33
708,13550,39
709,6184,45
710,6482,30
711,4855,51
712,5187,39
713,10619,45
714,12037,46
715,6789,44
716,12474,47
717,9862,39
718,2692,43
719,4800,31
720,5382,41
721,4040,43
722,3547,37
723,9294,60
724,6841,40
725,2682,49
726,3590,38
727,4388,45
728,11235,54
729,5521,26
730,5816,49
731,3118,39
732,3404,42
733,3640,46
734,4546,44
735,6226,50
736,9340,49
737,4641,47
738,16846,31
739,7294,45
740,3862,39
741,7659,49
742,4653,34
743,18440,50
744,3046,52
745,5651,44
746,4873,37
747,5908,36
748,4829,50
749,8803,45
750,2288,37
751,5758,40
752,9900,24
753,11043,44
754,8262,48
755,2919,34
756,3872,42
757,4396,41
758,3288,32
759,7450,36
760,14095,50
761,6675,46
762,4881,34
763,4180,32
764,2347,40
765,26573,42
766,2926,44
767,4583,38
768,4635,36
769,7201,35
770,5133,47
771,5547,37
772,5161,33
773,9160,41
774,2612,40
775,10181,38
776,4591,41
777,3308,37
778,6139,35
779,5409,40
780,9592,41
781,3523,46
782,15264,38
783,9698,39
784,7325,37
785,2715,40
786,7061,41
787,4906,45
788,5810,50
789,7862,49
790,8174,50
791,2233,46
792,3459,42
793,16236,44
794,10295,39
795,4359,48
796,7296,47
797,14555,48
798,3726,26
799,9786,47
800,12932,33
801,3120,53
802,2361,37
803,13488,51
804,4286,51
805,3353,40
806,5191,21
807,2145,40
808,4016,33
809,10799,49
810,3373,30
811,5873,49
812,3864,37
813,2663,48
814,7277,34
815,9271,37
816,15762,42
817,5777,37
818,5389,37
819,6126,33
820,4173,41
821,8157,38
822,4986,46
823,10745,34
824,10993,37
825,7297,44
826,3503,43
827,9458,41
828,7699,35
829,2870,34
830,3514,35
831,5878,39
832,6187,42
833,5100,36
834,2933,44
835,3365,37
836,4792,40
837,7057,38
838,3415,40
839,7262,32
840,4951,39
841,7980,50
842,6805,41
843,3074,42
844,10674,26
845,8951,35
846,9550,48
847,11113,47
848,9681,44
849,3743,35
850,5739,30
851,4113,55
852,3921,20
853,4741,42
854,5841,33
855,2939,46
856,6389,44
857,4088,41
858,8456,38
859,5252,43
860,3262,34
861,6554,35
862,5397,42
863,8770,41
864,8833,28
865,23478,36
866,6251,48
867,5188,36
868,9581,51
869,4152,40
870,8561,28
871,13744,40
872,4040,34
873,8283,51
874,8510,27
875,4418,36
876,11015,26
877,6101,53
878,8002,37
879,6109,32
880,4103,49
881,9363,31
882,6973,42
883,7794,41
884,8833,33
885,5374,51
886,4972,44
887,6165,38
888,5188,38
889,5957,41
890,4032,39
891,5018,37
892,10750,35
893,9832,35
894,3576,31
895,2688,34
896,7552,50
897,2901,50
898,2436,39
899,6729,47
900,9187,49
901,13323,27
902,3900,41
903,8328,44
904,12619,40
905,6878,30
906,15202,48
907,5575,35
908,10073,36
909,7541,28
910,6518,49
911,3726,38
912,4566,32
913,4210,39
914,6874,32
915,9957,37
916,9791,35
917,4887,27
918,6703,30
919,6726,36
920,9908,32
921,5128,36
922,7511,39
923,8999,48
924,7211,34
925,7111,40
926,9929,38
927,5134,40
928,9939,42
929,3162,35
930,12148,46
931,2451,40
932,3584,50
933,2610,30
934,15769,50
935,2950,35
936,6101,42
937,20723,32
938,1609,42
939,6124,36
940,8431,35
941,7578,42
942,6452,33
943,4905,48
944,5571,45
945,4970,45
946,8965,36
947,5091,37
948,4328,42
949,6652,43
950,9547,22
951,3246,40
952,8012,38
953,4912,36
954,16852,41
955,4554,34
956,6182,39
957,5560,42
958,10206,45
959,9367,35
960,9436,43
961,3270,41
962,8491,41
963,6835,44
964,4274,37
965,4433,27
966,6677,36
967,13672,38
968,5824,39
969,11763,33
970,5921,42
971,6911,45
972,5809,54
973,2918,38
974,4183,35
975,9830,35
976,4147,38
977,7078,35
978,3503,46
979,3174,35
980,10779,35
981,4007,46
982,5025,33
983,6280,34
984,8178,41
985,4754,61
986,8325,31
987,3816,51
988,7440,40
989,7209,43
990,11749,39
991,5185,37
992,4399,49
993,2006,34
994,3453,48
995,2527,37
996,2205,48
997,5289,37
998,8348,37
999,9045,28
1000,8488,28
1001,4596,28
1002,14646,34
1003,6405,48
1004,9536,42
1005,8669,37
1006,6465,47
1007,4308,30
1008,4299,36
1009,4649,44
1010,9193,52
1011,11032,38
1012,7469,43
1013,3257,40
1014,11407,32
1015,5283,31
1016,9603,43
1017,6484,42
1018,6774,44
1019,12317,54
1020,15180,32
1021,5597,38
1022,11726,50
1023,7170,45
1024,5857,40
1025,7998,40
1026,10970,40
1027,3527,42
1028,9144,27
1029,4928,46
1030,26271,37
1031,9391,29
1032,5136,51
1033,4530,45
1034,11862,28
1035,14405,37
1036,4412,41
1037,9250,36
1038,3265,45
1039,13627,45
1040,9118,41
1041,8247,45
1042,19227,39
1043,5582,40
1044,4109,36
1045,4980,42
1046,6257,25
1047,7369,47
1048,17280,37
1049,5519,40
1050,5330,33
1051,12402,36
1052,4648,47
1053,5568,29
1054,4787,48
1055,2754,44
1056,4965,49
1057,12767,39
1058,2778,46
1059,10212,43
1060,2932,38
1061,5672,46
1062,5478,48
1063,7554,40
1064,6849,36
1065,4606,37
1066,7925,33
1067,4604,34
1068,8114,34
1069,2782,45
1070,6913,47
1071,9250,33
1072,9184,49
1073,7095,28
1074,6969,32
1075,7257,34
1076,9961,41
1077,2083,33
1078,4636,27
1079,13828,37
1080,13345,50
1081,8439,46
1082,6289,54
1083,10209,31
1084,5911,41
1085,13357,43
1086,5423,37
1087,9654,44
1088,4694,48
1089,6564,38
1090,7325,42
1091,8019,33
1092,5081,47
1093,3637,38
1094,3335,44
1095,4568,37
1096,3560,38
1097,4078,44
1098,7225,42
1099,2913,41
1100,3821,41
1101,15065,37
1102,10032,42
1103,12380,41
1104,7737,48
1105,6819,38
1106,3400,44
1107,17403,41
1108,4235,55
1109,10202,41
1110,5915,53
1111,10056,34
1112,4502,47
1113,8103,37
1114,3802,37
1115,14741,51
1116,4162,51
1117,4531,28
1118,10063,36
1119,3703,43
1120,6292,30
1121,10770,41
1122,4094,37
1123,2679,44
1124,3748,50
1125,6340,42
1126,8095,40
1127,12129,48
1128,5384,38
1129,2618,32
1130,9999,39
1131,2826,27
1132,4472,56
1133,5618,35
1134,12092,42
1135,6269,30
1136,6265,44
1137,9488,47
1138,4850,40
1139,7597,39
1140,3533,48
1141,5971,32
1142,6482,28
1143,7578,38
1144,4131,44
1145,2555,35
1146,7083,29
1147,10422,40
1148,5044,30
1149,15752,37
1150,4837,40
1151,8926,37
1152,8433,39
1153,6909,51
1154,4982,41
1155,4076,46
1156,8224,31
1157,7196,38
1158,4917,39
1159,3005,52
1160,5919,44
1161,3354,49
1162,19921,33
1163,11550,40
1164,5309,32
1165,6024,45
1166,10818,32
1167,3187,32
1168,2718,36
1169,3159,37
1170,8749,37
1171,7772,32
1172,3726,43
1173,10651,31
1174,9268,37
1175,2864,44
1176,11227,36
1177,4600,39
1178,4411,46
1179,3868,45
1180,7180,39
1181,6196,50
1182,9544,45
1183,4384,47
1184,7012,45
1185,15270,38
1186,2455,37
1187,5530,51
1188,2984,37
1189,3646,55
1190,4890,48
1191,4767,44
1192,4798,44
1193,4189,41
1194,5743,46
1195,3728,43
1196,12038,34
1197,8411,51
1198,2984,42
1199,3048,30
1200,5187,36
1201,3946,38
1202,6730,38
1203,2008,39
1204,6742,40
1205,2461,33
1206,4091,30
1207,12714,29
1208,2446,25
1209,3170,42
1210,4844,24
1211,3516,35
1212,2703,49
1213,6763,35
1214,3618,27
1215,11857,47
1216,6788,31
1217,7301,27
1218,11713,47
1219,8654,40
1220,4015,33
1221,2426,40
1222,4769,31
1223,4269,54
1224,13321,43
1225,6267,47
1226,11546,39
1227,3551,38
1228,5460,44
1229,12154,43
1230,6646,39
1231,13525,31
1232,3832,43
1233,4324,41
1234,3039,35
1235,5082,32
1236,5316,41
1237,4731,45
1238,6279,48
1239,12302,43
1240,5403,48
1241,7724,31
1242,17385,42
1243,13233,43
1244,4137,40
1245,6556,59
1246,4547,42
1247,8221,27
1248,6444,50
1249,4110,39
1250,2201,55
1251,25455,27
1252,6381,32
1253,2590,30
1254,24008,48
1255,5398,47
1256,8670,29
1257,4961,48
1258,5021,43
1259,5925,41
1260,12066,31
1261,9597,51
1262,7646,33
1263,1907,36
1264,12647,41
1265,4287,46
1266,6876,44
1267,3799,24
1268,6447,47
1269,3152,36
1270,16849,37
1271,4509,40
1272,3770,43
1273,12854,40
1274,8581,33
1275,15038,39
1276,4288,53
1277,9660,38
1278,9783,46
1279,4122,41
1280,6853,37
1281,6890,39
1282,5247,40
1283,16022,54
1284,4148,39
1285,11373,32
1286,6601,32
1287,10001,42
1288,6104,45
1289,16972,32
1290,2424,48
1291,9084,43
1292,2828,22
1293,6607,43
1294,2378,36
1295,6790,42
1296,6137,28
1297,15301,36
1298,10376,31
1299,5617,34
1300,5533,39
1301,4279,39
1302,9861,38
1303,6411,27
1304,5738,40
1305,5742,33
1306,15744,45
1307,3934,38
1308,6047,33
1309,10460,44
1310,3291,41
1311,4926,35
1312,5989,40
1313,6262,49
1314,5092,38
1315,2122,46
1316,3076,42
1317,5764,38
1318,7277,50
1319,5312,49
1320,31555,41
1321,5392,41
1322,7360,48
1323,5670,28
1324,3868,40
1325,5045,46
1326,14467,45
1327,2299,40
1328,6458,42
1329,9458,45
1330,6944,56
1331,7222,40
1332,4601,40
1333,2562,40
1334,8521,40
1335,5603,57
1336,3010,35
1337,5757,37
1338,9002,43
1339,6600,49
1340,5460,42
1341,8397,37
1342,26673,44
1343,4012,34
1344,10903,31
1345,3172,40
1346,5815,34
1347,2442,38
1348,828,41
1349,3962,42
1350,11322,38
1351,2709,44
1352,2511,33
1353,6166,40
1354,3906,39
1355,19373,38
1356,12633,45
1357,5249,33
1358,4253,32
1359,13590,37
1360,3883,41
1361,4319,53
1362,8146,33
1363,15973,45
1364,6132,51
1365,3709,34
1366,5670,35
1367,5344,57
1368,12113,48
1369,7577,43
1370,10455,32
1371,8270,30
1372,3846,37
1373,8050,34
1374,4544,42
1375,4443,49
1376,7717,31
1377,4372,34
1378,3060,37
1379,4807,41
1380,4850,33
1381,8318,41
1382,7214,51
1383,13648,47
1384,11700,39
1385,10663,44
1386,7761,35
1387,3395,47
1388,4428,36
1389,10254,31
1390,4259,35
1391,4560,35
1392,2104,54
1393,7769,39
1394,3686,28
1395,5885,47
1396,2253,43
1397,8314,41
1398,10372,47
1399,5587,33
1400,6403,39
1401,10159,36
1402,5299,51
1403,5419,33
1404,4576,29
1405,12130,34
1406,14954,40
1407,6069,44
1408,10866,39
1409,3871,33
1410,4026,49
1411,3607,35
1412,8279,34
1413,5554,30
1414,5465,37
1415,8432,37
1416,6191,35
1417,4839,54
1418,3540,40
1419,6545,48
1420,4411,40
1421,7327,33
1422,3035,46
1423,5432,47
1424,6149,27
1425,9865,43
1426,2945,27
1427,3946,41
1428,7802,31
1429,2778,42
1430,12188,31
1431,3737,36
1432,2554,37
1433,3360,47
1434,7012,37
1435,4855,48
1436,13657,48
1437,2886,38
1438,11116,31
1439,5958,45
1440,3200,36
1441,19466,46
1442,2814,28
1443,6445,31
1444,12918,40
1445,5050,33
1446,2744,55
1447,13874,33
1448,13295,40
1449,11774,36
1450,9145,44
1451,3604,37
1452,6683,41
1453,9221,44
1454,8640,30
1455,5754,55
1456,2383,28
1457,7786,38
1458,5591,30
1459,8908,36
1460,12724,51
1461,3786,31
1462,3581,43
1463,5924,39
1464,6138,43
1465,9527,49
1466,5923,33
1467,2151,40
1468,7899,44
1469,3671,42
1470,7188,46
1471,8476,30
1472,5376,37
1473,9247,43
1474,8511,37
1475,3657,35
1476,2179,43
1477,8167,32
1478,4363,48
1479,7306,45
1480,5299,40
1481,9963,38
1482,3697,32
1483,9120,30
1484,15089,42
1485,14311,48
1486,4592,42
1487,3830,43
1488,3413,32
1489,2572,40
1490,10872,51
1491,9795,34
1492,7661,63
1493,5533,42
1494,7029,45
1495,10261,43
1496,21893,33
1497,5702,32
1498,3751,41
1499,4776,41
1500,4809,36
1501,4184,35
1502,3877,54
1503,6507,40
1504,3548,36
1505,9171,23
1506,6265,44
1507,7002,38
1508,6316,44
1509,6002,45
1510,6665,45
1511,6816,39
1512,4979,43
1513,7176,33
1514,7244,45
1515,2743,34
1516,8554,41
1517,5192,42
1518,5972,44
1519,9535,40
1520,3490,29
1521,11315,35
1522,4772,47
1523,3750,31
1524,2406,42
1525,9876,40
1526,5428,43
1527,9164,43
1528,8568,38
1529,4307,39
1530,3985,49
1531,5331,46
1532,2492,49
1533,12486,41
1534,5908,43
1535,4556,41
1536,13857,38
1537,11376,43
1538,19058,39
1539,3392,29
1540,4790,35
1541,11620,43
1542,5725,35
1543,21718,30
1544,9477,37
1545,15240,38
1546,4279,31
1547,5477,45
1548,9609,41
1549,3668,32
1550,6775,50
1551,6392,44
1552,3677,34
1553,7047,48
1554,21606,33
1555,3219,56
1556,5535,44
1557,5453,38
1558,11369,48
1559,5340,37
1560,3393,46
1561,7891,41
1562,1181,23
1563,2674,41
1564,12117,41
1565,5602,55
1566,7794,46
1567,8234,26
1568,13636,41
1569,6730,41
1570,5390,42
1571,3225,35
1572,5276,43
1573,5247,35
1574,9323,41
1575,7888,47
1576,8445,32
1577,2737,27
1578,4531,37
1579,2595,43
1580,6308,38
1581,12402,39
1582,8284,34
1583,2514,40
1584,8360,39
1585,8645,33
1586,5951,45
1587,7576,33
1588,8313,48
1589,7108,40
1590,10282,37
1591,3934,40
1592,16092,33
1593,12374,44
1594,2945,39
1595,4085,51
1596,14500,50
1597,9748,35
1598,20126,46
1599,4807,41
1600,6648,27
1601,5312,40
1602,4543,42
1603,2668,43
1604,3805,55
1605,5503,50
1606,4544,42
1607,11408,39
1608,7464,37
1609,2560,37
1610,7101,48
1611,3032,45
1612,3473,42
1613,3806,43
1614,11627,31
1615,4727,38
1616,3420,31
1617,2401,44
1618,5907,44
1619,15253,41
1620,16974,51
1621,8351,57
1622,2269,30
1623,5275,40
1624,9886,34
1625,6958,36
1626,4831,40
1627,6911,46
1628,6387,49
1629,4663,34
1630,4221,38
1631,5374,41
1632,7615,36
1633,3237,42
1634,8926,36
1635,6895,45
1636,4672,38
1637,3012,52
1638,17855,46
1639,4812,37
1640,8090,52
1641,4013,42
1642,2553,32
1643,8772,30
1644,5388,40
1645,3300,41
1646,7337,37
1647,2692,33
1648,2802,46
1649,1962,30
1650,2755,48
1651,7683,23
1652,2395,35
1653,6161,34
1654,5860,47
1655,5107,42
1656,5748,34
1657,8348,37
1658,7844,46
1659,4220,45
1660,3398,33
1661,5252,56
1662,10937,36
1663,9034,34
1664,9140,40
1665,8361,41
1666,4399,34
1667,5728,39
1668,5696,39
1669,2972,36
1670,8890,37
1671,6986,51
1672,12442,42
1673,9336,27
1674,4729,43
1675,8064,42
1676,3957,42
1677,15277,50
1678,8612,32
1679,10371,41
1680,8165,48
1681,5102,47
1682,2417,41
1683,5151,45
1684,7213,35
1685,20432,60
1686,7113,49
1687,6733,33
1688,18203,33
1689,6508,36
1690,9684,51
1691,8528,38
1692,9000,30
1693,8304,48
1694,15583,46
1695,5697,32
1696,11100,29
1697,4810,44
1698,7999,39
1699,3918,44
1700,8343,39
1701,15173,37
1702,7589,36
1703,7761,43
1704,2307,36
1705,9279,42
1706,1890,33
1707,3895,53
1708,3871,22
1709,7698,43
1710,5634,36
1711,3478,40
1712,4846,38
1713,3937,49
1714,8768,32
1715,3885,46
1716,5010,32
1717,6709,38
1718,4441,34
1719,4886,42
1720,11415,34
1721,5763,35
1722,7030,54
1723,9346,44
1724,8281,27
1725,10524,41
1726,2034,51
1727,6160,36
1728,13033,34
1729,3686,27
1730,8794,41
1731,14020,49
1732,3627,36
1733,6226,21
1734,10426,35
1735,2140,41
1736,17058,44
1737,5866,41
1738,8411,48
1739,12088,53
1740,4010,49
1741,8065,45
1742,13691,36
1743,9056,32
1744,10364,41
1745,3602,46
1746,4141,42
1747,4212,46
1748,5239,28
1749,9529,51
1750,7715,44
1751,6871,35
1752,6472,45
1753,1521,52
1754,6015,48
1755,7796,42
1756,11068,34
1757,4507,37
1758,3003,47
1759,5793,32
1760,5496,39
1761,6975,38
1762,4433,47
1763,2737,37
1764,3625,49
1765,5919,38
1766,9179,40
1767,5904,37
1768,4026,50
1769,18019,37
1770,4908,45
1771,5676,40
1772,7446,47
1773,10560,42
1774,4229,34
1775,9549,37
1776,2181,43
1777,3708,40
1778,4391,43
1779,6908,37
1780,10443,32
1781,10495,39
1782,5941,46
1783,3651,39
1784,7567,41
1785,5715,47
1786,11841,44
1787,9492,58
1788,7088,34
1789,6771,38
1790,6699,34
1791,4983,36
1792,4198,40
1793,8166,36
1794,24673,34
1795,2595,43
1796,8263,38
1797,2975,44
1798,1425,44
1799,10308,36
1800,6787,40
1801,8822,36
1802,10060,54
1803,7409,35
1804,4198,42
1805,10509,50
1806,15522,27
1807,5575,29
1808,5390,41
1809,3628,39
1810,7647,50
1811,5356,53
1812,9077,25
1813,7229,49
1814,4009,37
1815,7093,34
1816,20175,44
1817,8932,24
1818,13007,40
1819,3907,34
1820,6856,52
1821,4413,48
1822,5034,45
1823,4615,34
1824,4121,48
1825,7987,49
1826,5110,33
1827,12033,32
1828,2846,51
1829,5224,40
1830,9624,46
1831,6452,35
1832,7760,36
1833,3890,41
1834,5218,31
1835,18088,47
1836,5075,40
1837,7179,42
1838,4240,46
1839,18106,31
1840,6733,26
1841,6496,49
1842,14652,37
1843,7944,35
1844,5298,47
1845,2469,32
1846,7006,48
1847,1726,28
1848,5156,43
1849,8416,50
1850,3750,46
1851,13865,37
1852,13078,44
1853,3749,30
1854,4420,39
1855,7843,40
1856,7769,28
1857,9742,41
1858,6106,46
1859,9739,45
1860,2871,38
1861,6975,48
1862,5905,39
1863,2735,40
1864,5068,47
1865,6490,41
1866,5021,24
1867,5420,31
1868,9353,42
1869,6854,42
1870,14415,44
